retriever,display_name,question_zh,question_en,recall,precision,f1,num_recalls
faiss,dense,介绍一下路特斯的Vision80计划和Win26计划,Can you introduce Lotus Technology's Vision80 plan and Win26 plan?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,路特斯科技2024年1-10月的销量是多少？,What are the sales figures for Lotus Technology from January to October 2024?,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,前10个月欧洲市场和中国市场的销量贡献分别是多少？,What are the sales contributions of the European and Chinese markets for the first 10 months?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,哪些市场已经在销售Eletre？,Which markets are already selling the Eletre?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,路特斯的实控人是谁？,Who is the actual controller of Lotus Technology?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,路特斯是上市公司吗？,Is Lotus Technology a publicly listed company?,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,On which exchange is Lotus Technology Inc's stock traded and what is the stock ticker?,On which exchange is Lotus Technology Inc's stock traded?,0.7,0.1,0.175,70
faiss,dense,Tell me more about Lotus management team,Tell me more about the management team of Lotus Technology,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,Who are the core management team of Lotus?,Who are the core management team members of Lotus Technology?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,路特斯科技全球门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of global stores for Lotus Technology?,0.8823529411764706,0.10714285714285714,0.1910828025477707,140
faiss,dense,路特斯的主要股东有哪些？,What are the major shareholders of Lotus Technology?,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology?,0.75,0.02142857142857143,0.04166666666666666,140
faiss,dense,截止2季度的全球销量是多少？,What is the global sales volume as of the second quarter for Lotus Technology?,1.0,0.08571428571428572,0.15789473684210528,70
faiss,dense,预计2024年销量是多少？,What is the expected sales volume for 2024 for Lotus Technology?,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,路特斯的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.12857142857142856,0.22784810126582278,70
faiss,dense,路特斯的长期战略目标是什么？,What is the long-term strategic goal of Lotus Technology?,0.875,0.1,0.17948717948717952,70
faiss,dense,路特斯科技和LVMH的关系是什么？,What is the relationship between Lotus Technology and LVMH?,1.0,0.1,0.18181818181818182,70
faiss,dense,路特斯科技和路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,0.75,0.08571428571428572,0.15384615384615383,70
faiss,dense,2024年9月27日LTIL和Geely UK Limited之间签署的股权转让协议，请简述协议内容,"Please summarize the content of the share transfer agreement signed between LTIL and Geely UK Limited on September 27, 2024",0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,2024年9月27日签署的股权转让协议完成之后，LTIC的股权结构是怎样的？,"What will be the equity structure of LTIC after the share transfer agreement signed on September 27, 2024, is completed?",0.4,0.02857142857142857,0.05333333333333333,70
faiss,dense,LTIC向Geely UK Limited转让LTIC股权的转让对价是多少？,What is the consideration for the transfer of LTIC shares to Geely UK Limited?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,Lotus Technology公告的最近一次融资是什么交易？具体的交易情况是什么样？,What was the most recent financing transaction announced by Lotus Technology? What are the specific details of this transaction?,0.1,0.014285714285714285,0.024999999999999998,70
faiss,dense,介绍一下Kershaw Health Limited,Can you provide an introduction to Kershaw Health Limited?,0.8,0.05714285714285714,0.10666666666666666,70
faiss,dense,公司对全球豪华电动车市场持什么观点？对行业竞争怎么看？,What is the company's view on the global luxury electric vehicle market? What is the company's perspective on industry competition?,0.8,0.17142857142857143,0.2823529411764706,70
faiss,dense,三款Eletre有什么区别,What are the differences between the three versions of the Eletre?,1.0,0.1,0.18181818181818182,70
faiss,dense,路特斯是否仍在销售燃油车,Is Lotus still selling gasoline cars?,0.7142857142857143,0.07142857142857142,0.12987012987012989,70
faiss,dense,简述Lotus Technology的公司架构,Please provide a brief overview of Lotus Technology's company structure.,0.7777777777777778,0.1,0.17721518987341772,70
faiss,dense,Lotus Technology是VIE架构吗？,Is Lotus Technology structured as a VIE (Variable Interest Entity)?,0.9333333333333333,0.2,0.3294117647058824,70
faiss,dense,路特斯科技在2024年1季度、2季度、3季度的跑车和生活用车交付量分别是多少？,"What are the delivery volumes of sports cars and lifestyle vehicles for Lotus Tech in Q1, Q2, and Q3 of 2024?",1.0,0.18571428571428572,0.3132530120481928,70
faiss,dense,路特斯科技在2024年1季度、2季度、3季度中国、北美、欧洲、其他市场的交付量分别是多少？,"What are the delivery volumes of Lotus Tech in China, the United States, Europe, and other markets for Q1, Q2, and Q3 of 2024?",0.8,0.17142857142857143,0.2823529411764706,70
faiss,dense,路特斯科技是否拥有路特斯品牌？,Does Lotus Tech own the Lotus brand?,0.8888888888888888,0.11428571428571428,0.20253164556962022,70
faiss,dense,路特斯科技的盈利水平和现金流情况怎么样？,What is the profit level and cash flow situation of Lotus Tech?,0.4666666666666667,0.1,0.1647058823529412,70
faiss,dense,公司如何对待用户的个人数据？,How does the company handle users personal data?,0.9166666666666666,0.15714285714285714,0.26829268292682923,70
faiss,dense,Kershaw Health Limited与Lotus Technology达成了什么协议？,What agreement has Kershaw Health Limited reached with Lotus Technology?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,Kershaw Health Limited认购Lotus Technology的债券金额是多少？,What is the amount of bonds subscribed by Kershaw Health Limited for Lotus Technology?,0.6666666666666666,0.05714285714285714,0.10526315789473684,70
faiss,dense,Kershaw Health Limited与Lotus Technology的交易进展如何？,What is the current status of the transaction between Kershaw Health Limited and Lotus Technology?,1.0,0.07142857142857142,0.13333333333333333,70
faiss,dense,Lotus Technology在9月和10月的交付量分别是多少？,What were the delivery numbers for Lotus Technology in September and October?,0.8,0.11428571428571428,0.19999999999999998,70
faiss,dense,介绍一下吉利控股？吉利控股给路特斯科技带来什么助力？,What is Geely Holding? How does Geely Holding support Lotus Technology?,0.96875,0.44285714285714284,0.6078431372549019,70
faiss_bm25,bm25,路特斯科技的总部位于哪里？,Where is the headquarters of Lotus Technology located?,1.0,0.10606060606060606,0.19178082191780824,66
faiss_bm25,bm25,路特斯科技股票在哪个交易所交易？股票代码是多少？,Where is Lotus Technology's stock traded? What is the stock code for Lotus Technology?,0.8,0.25396825396825395,0.38554216867469876,63
faiss_bm25,bm25,路特斯科技的一股美国存托股份【ADS】代表多少股普通股？,How many ordinary shares does one American Depositary Share (ADS) of Lotus Technology represent?,0.8333333333333334,0.08620689655172414,0.15625000000000003,58
faiss_bm25,bm25,路特斯科技的主营业务是什么？,What is the main business of Lotus Technology?,1.0,0.1791044776119403,0.30379746835443033,67
faiss_bm25,bm25,路特斯科技与路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,0.8571428571428571,0.08695652173913043,0.15789473684210523,69
faiss_bm25,bm25,路特斯科技与吉利汽车的关系是什么？,What is the relationship between Lotus Technology and Geely Auto?,0.875,0.1320754716981132,0.22950819672131148,53
faiss_bm25,bm25,路特斯科技的股东结构构成？,What is the shareholder structure of Lotus Technology?,0.8571428571428571,0.08823529411764706,0.16,68
faiss_bm25,bm25,路特斯科技全球的门店数量是多少？生活用车已经进入多少国家、地区？,What is the total number of Lotus Technology stores globally?,1.0,0.11206896551724138,0.20155038759689925,116
faiss_bm25,bm25,路特斯科技是否受到欧洲、美国对中国的关税影响？具体适用税率是多少？,Is Lotus Technology affected by tariffs imposed by Europe and the United States on China? What are the specific applicable tax rates?,0.9285714285714286,0.22807017543859648,0.3661971830985915,57
faiss_bm25,bm25,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology? What are the prices of these products?,0.5555555555555556,0.07246376811594203,0.12820512820512822,69
faiss_bm25,bm25,路特斯科技截止上半年的全球交付数量是多少？,What is the global delivery volume of Lotus Technology as of the first half of the year?,0.8888888888888888,0.14285714285714285,0.24615384615384617,56
faiss_bm25,bm25,路特斯科技的商品销售毛利率是多少？,What is the gross margin of Lotus Technology?,1.0,0.08196721311475409,0.1515151515151515,61
faiss_bm25,bm25,路特斯科技最新的销售指引？,What is the latest sales guidance for Lotus Technology?,0.6,0.043478260869565216,0.08108108108108109,69
faiss_bm25,bm25,路特斯科技是否盈利？,Is Lotus Technology profitable?,1.0,0.15,0.2608695652173913,60
faiss_bm25,bm25,路特斯科技的用户画像？,What is the user profile for Lotus Technology?,0.6666666666666666,0.057971014492753624,0.10666666666666666,69
faiss_bm25,bm25,路特斯科技产品的交付周期是多少？,What is the delivery cycle for Lotus Technology products?,0.8,0.06060606060606061,0.11267605633802819,66
faiss_bm25,bm25,路特斯科技的员工数量？,What is the number of employees at Lotus Technology?,0.8,0.06349206349206349,0.11764705882352941,63
faiss_bm25,bm25,路特斯科技的研发投入？研发人员数量？,What is the R&D investment of Lotus Technology?,0.5,0.02158273381294964,0.04137931034482759,139
faiss_bm25,bm25,路特斯科技的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.12903225806451613,0.2285714285714286,62
faiss_bm25,bm25,路特斯科技的远期目标？,What are the long-term goals of Lotus Technology?,1.0,0.12121212121212122,0.21621621621621626,66
faiss_bm25,bm25,路特斯科技2024年前9个月的业绩表现如何？,What is the performance of Lotus Technology for the first 9 months of 2024?,1.0,0.09803921568627451,0.17857142857142855,51
faiss_bm25,bm25,路特斯科技截止3季度的全球交付数量是多少？增长如何？,What is the global delivery volume of Lotus Technology as of the third quarter? How has the delivery volume grown?,0.7777777777777778,0.11864406779661017,0.2058823529411765,59
faiss_bm25,bm25,路特斯科技前三季度生活用车和跑车的交付量分别是多少？,What were the delivery volumes of Lotus Technology's lifestyle vehicles and sports cars in the first three quarters?,0.6,0.05357142857142857,0.0983606557377049,56
faiss_bm25,bm25,路特斯科技第三季度的交付量是多少？,What is the delivery volume of Lotus Technology in the third quarter?,1.0,0.08620689655172414,0.15873015873015872,58
faiss_bm25,bm25,路特斯科技的毛利率是多少？经营性利润/亏损是多少？,What is the gross margin of Lotus Technology?,0.631578947368421,0.09836065573770492,0.1702127659574468,122
faiss_bm25,bm25,路特斯科技的全年销售指引是多少？目前看是否能完成？,What is the full-year sales guidance for Lotus Technology? Is it currently on track to meet this guidance?,0.4,0.08695652173913043,0.14285714285714285,69
faiss_bm25,bm25,路特斯科技的最新员工数量？研发人员数量？,What is the latest employee count for Lotus Technology?,0.8333333333333334,0.07407407407407407,0.13605442176870747,135
faiss_bm25,bm25,路特斯科技的欧洲市场、中国市场、北美市场分别的销售贡献如何？,"What are the sales contributions of Lotus Technology in the European market, Chinese market, and US market?",0.6666666666666666,0.09230769230769231,0.16216216216216217,65
faiss_bm25,bm25,路特斯科技的欧洲、中国、美国分别的门店数量占比如何？,"What is the distribution of Lotus Technology's store numbers in Europe, China, and the United States?",0.8,0.06896551724137931,0.12698412698412698,58
faiss_bm25,bm25,路特斯生活用车和跑车的销售占比分别怎样？,What is the sales ratio of Lotus Technology's lifestyle vehicles and sports cars?,0.875,0.1320754716981132,0.22950819672131148,53
faiss_bm25,bm25,路特斯科技在2024年有哪些关键性成就？,What are the key achievements of Lotus Technology in 2024?,0.8181818181818182,0.16666666666666666,0.2769230769230769,54
faiss_bm25,bm25,路特斯科技的平均MSRP在什么水平？,What is the average MSRP for Lotus Technology?,1.0,0.16417910447761194,0.28205128205128205,67
faiss_bm25,bm25,路特斯科技在2024年进入了哪些新市场？,What new markets did Lotus Technology enter in 2024?,1.0,0.10526315789473684,0.1904761904761905,57
faiss_bm25,bm25,路特斯科技有哪些ESG成就？,What are the ESG achievements of Lotus Technology?,0.8181818181818182,0.14754098360655737,0.24999999999999997,61
faiss_bm25,bm25,路特斯的智能驾驶有哪些成就？,What are the achievements of Lotus Technology in smart driving?,0.9166666666666666,0.1746031746031746,0.29333333333333333,63
faiss_bm25,bm25,智能驾驶业务（也就是路特斯机器人）的销售额？,What are the sales figures for the intelligent driving business (Lotus Robotics)?,1.0,0.09259259259259259,0.1694915254237288,54
faiss_bm25,bm25,介绍一下路特斯智能驾驶的NOA服务？,Can you provide an introduction to Lotus Technology's NOA (Navigate on Autopilot) service?,1.0,0.08064516129032258,0.1492537313432836,62
faiss_bm25,bm25,介绍一下路特斯的Vision80计划和Win26计划,Can you introduce Lotus Technology's Vision80 plan and Win26 plan?,1.0,0.08196721311475409,0.1515151515151515,61
faiss_bm25,bm25,路特斯科技2024年1-10月的销量是多少？,What are the sales figures for Lotus Technology from January to October 2024?,1.0,0.078125,0.14492753623188406,64
faiss_bm25,bm25,前10个月欧洲市场和中国市场的销量贡献分别是多少？,What are the sales contributions of the European and Chinese markets for the first 10 months?,1.0,0.09433962264150944,0.1724137931034483,53
faiss_bm25,bm25,哪些市场已经在销售Eletre？,Which markets are already selling the Eletre?,1.0,0.09259259259259259,0.1694915254237288,54
faiss_bm25,bm25,路特斯的实控人是谁？,Who is the actual controller of Lotus Technology?,1.0,0.07142857142857142,0.13333333333333333,70
faiss_bm25,bm25,路特斯是上市公司吗？,Is Lotus Technology a publicly listed company?,1.0,0.078125,0.14492753623188406,64
faiss_bm25,bm25,On which exchange is Lotus Technology Inc's stock traded and what is the stock ticker?,On which exchange is Lotus Technology Inc's stock traded?,0.8,0.125,0.21621621621621623,64
faiss_bm25,bm25,Tell me more about Lotus management team,Tell me more about the management team of Lotus Technology,0.6,0.045454545454545456,0.08450704225352113,66
faiss_bm25,bm25,Who are the core management team of Lotus?,Who are the core management team members of Lotus Technology?,1.0,0.08064516129032258,0.1492537313432836,62
faiss_bm25,bm25,路特斯科技全球门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of global stores for Lotus Technology?,0.8823529411764706,0.12931034482758622,0.22556390977443608,116
faiss_bm25,bm25,路特斯的主要股东有哪些？,What are the major shareholders of Lotus Technology?,0.6,0.043478260869565216,0.08108108108108109,69
faiss_bm25,bm25,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology?,1.0,0.029197080291970802,0.05673758865248227,137
faiss_bm25,bm25,截止2季度的全球销量是多少？,What is the global sales volume as of the second quarter for Lotus Technology?,1.0,0.1,0.18181818181818182,60
faiss_bm25,bm25,预计2024年销量是多少？,What is the expected sales volume for 2024 for Lotus Technology?,1.0,0.07692307692307693,0.14285714285714288,65
faiss_bm25,bm25,路特斯的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,1.0,0.14516129032258066,0.2535211267605634,62
faiss_bm25,bm25,路特斯的长期战略目标是什么？,What is the long-term strategic goal of Lotus Technology?,0.875,0.10606060606060606,0.1891891891891892,66
faiss_bm25,bm25,路特斯科技和LVMH的关系是什么？,What is the relationship between Lotus Technology and LVMH?,0.8571428571428571,0.0967741935483871,0.17391304347826084,62
faiss_bm25,bm25,路特斯科技和路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,0.75,0.08695652173913043,0.15584415584415584,69
faiss_bm25,bm25,2024年9月27日LTIL和Geely UK Limited之间签署的股权转让协议，请简述协议内容,"Please summarize the content of the share transfer agreement signed between LTIL and Geely UK Limited on September 27, 2024",0.8,0.07692307692307693,0.14035087719298248,52
faiss_bm25,bm25,2024年9月27日签署的股权转让协议完成之后，LTIC的股权结构是怎样的？,"What will be the equity structure of LTIC after the share transfer agreement signed on September 27, 2024, is completed?",0.6,0.046153846153846156,0.08571428571428573,65
faiss_bm25,bm25,LTIC向Geely UK Limited转让LTIC股权的转让对价是多少？,What is the consideration for the transfer of LTIC shares to Geely UK Limited?,1.0,0.10638297872340426,0.1923076923076923,47
faiss_bm25,bm25,Lotus Technology公告的最近一次融资是什么交易？具体的交易情况是什么样？,What was the most recent financing transaction announced by Lotus Technology? What are the specific details of this transaction?,0.2,0.02857142857142857,0.049999999999999996,70
faiss_bm25,bm25,介绍一下Kershaw Health Limited,Can you provide an introduction to Kershaw Health Limited?,0.8,0.06451612903225806,0.11940298507462686,62
faiss_bm25,bm25,公司对全球豪华电动车市场持什么观点？对行业竞争怎么看？,What is the company's view on the global luxury electric vehicle market? What is the company's perspective on industry competition?,0.8666666666666667,0.2549019607843137,0.3939393939393939,51
faiss_bm25,bm25,三款Eletre有什么区别,What are the differences between the three versions of the Eletre?,1.0,0.1320754716981132,0.23333333333333334,53
faiss_bm25,bm25,路特斯是否仍在销售燃油车,Is Lotus still selling gasoline cars?,0.42857142857142855,0.04477611940298507,0.08108108108108107,67
faiss_bm25,bm25,简述Lotus Technology的公司架构,Please provide a brief overview of Lotus Technology's company structure.,0.8888888888888888,0.11940298507462686,0.2105263157894737,67
faiss_bm25,bm25,Lotus Technology是VIE架构吗？,Is Lotus Technology structured as a VIE (Variable Interest Entity)?,0.8666666666666667,0.2826086956521739,0.4262295081967213,46
faiss_bm25,bm25,路特斯科技在2024年1季度、2季度、3季度的跑车和生活用车交付量分别是多少？,"What are the delivery volumes of sports cars and lifestyle vehicles for Lotus Tech in Q1, Q2, and Q3 of 2024?",0.8461538461538461,0.2037037037037037,0.3283582089552239,54
faiss_bm25,bm25,路特斯科技在2024年1季度、2季度、3季度中国、北美、欧洲、其他市场的交付量分别是多少？,"What are the delivery volumes of Lotus Tech in China, the United States, Europe, and other markets for Q1, Q2, and Q3 of 2024?",0.9333333333333333,0.2641509433962264,0.411764705882353,53
faiss_bm25,bm25,路特斯科技是否拥有路特斯品牌？,Does Lotus Tech own the Lotus brand?,0.6666666666666666,0.09836065573770492,0.1714285714285714,61
faiss_bm25,bm25,路特斯科技的盈利水平和现金流情况怎么样？,What is the profit level and cash flow situation of Lotus Tech?,0.4666666666666667,0.10606060606060606,0.1728395061728395,66
faiss_bm25,bm25,公司如何对待用户的个人数据？,How does the company handle users personal data?,0.9166666666666666,0.2037037037037037,0.3333333333333333,54
faiss_bm25,bm25,Kershaw Health Limited与Lotus Technology达成了什么协议？,What agreement has Kershaw Health Limited reached with Lotus Technology?,1.0,0.08064516129032258,0.1492537313432836,62
faiss_bm25,bm25,Kershaw Health Limited认购Lotus Technology的债券金额是多少？,What is the amount of bonds subscribed by Kershaw Health Limited for Lotus Technology?,1.0,0.1,0.18181818181818182,60
faiss_bm25,bm25,Kershaw Health Limited与Lotus Technology的交易进展如何？,What is the current status of the transaction between Kershaw Health Limited and Lotus Technology?,1.0,0.07936507936507936,0.14705882352941177,63
faiss_bm25,bm25,Lotus Technology在9月和10月的交付量分别是多少？,What were the delivery numbers for Lotus Technology in September and October?,0.8,0.12903225806451613,0.2222222222222222,62
faiss_bm25,bm25,介绍一下吉利控股？吉利控股给路特斯科技带来什么助力？,What is Geely Holding? How does Geely Holding support Lotus Technology?,0.84375,0.5625,0.675,48
faiss_bm25_ts,bm25_ts,路特斯科技的总部位于哪里？,Where is the headquarters of Lotus Technology located?,1.0,0.12962962962962962,0.22950819672131148,54
faiss_bm25_ts,bm25_ts,路特斯科技股票在哪个交易所交易？股票代码是多少？,Where is Lotus Technology's stock traded? What is the stock code for Lotus Technology?,0.9,0.3103448275862069,0.4615384615384615,58
faiss_bm25_ts,bm25_ts,路特斯科技的一股美国存托股份【ADS】代表多少股普通股？,How many ordinary shares does one American Depositary Share (ADS) of Lotus Technology represent?,0.8333333333333334,0.05154639175257732,0.0970873786407767,97
faiss_bm25_ts,bm25_ts,路特斯科技的主营业务是什么？,What is the main business of Lotus Technology?,1.0,0.18181818181818182,0.3076923076923077,66
faiss_bm25_ts,bm25_ts,路特斯科技与路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,1.0,0.10144927536231885,0.1842105263157895,69
faiss_bm25_ts,bm25_ts,路特斯科技与吉利汽车的关系是什么？,What is the relationship between Lotus Technology and Geely Auto?,0.875,0.12727272727272726,0.22222222222222224,55
faiss_bm25_ts,bm25_ts,路特斯科技的股东结构构成？,What is the shareholder structure of Lotus Technology?,1.0,0.10606060606060606,0.19178082191780824,66
faiss_bm25_ts,bm25_ts,路特斯科技全球的门店数量是多少？生活用车已经进入多少国家、地区？,What is the total number of Lotus Technology stores globally?,0.9230769230769231,0.10434782608695652,0.18749999999999997,115
faiss_bm25_ts,bm25_ts,路特斯科技是否受到欧洲、美国对中国的关税影响？具体适用税率是多少？,Is Lotus Technology affected by tariffs imposed by Europe and the United States on China? What are the specific applicable tax rates?,0.9285714285714286,0.19696969696969696,0.32499999999999996,66
faiss_bm25_ts,bm25_ts,路特斯科技在售产品有哪些？价格是多少？,What are the products currently offered by Lotus Technology? What are the prices of these products?,0.6666666666666666,0.1016949152542373,0.1764705882352941,59
faiss_bm25_ts,bm25_ts,路特斯科技截止上半年的全球交付数量是多少？,What is the global delivery volume of Lotus Technology as of the first half of the year?,0.8888888888888888,0.1702127659574468,0.2857142857142857,47
faiss_bm25_ts,bm25_ts,路特斯科技的商品销售毛利率是多少？,What is the gross margin of Lotus Technology?,1.0,0.058823529411764705,0.1111111111111111,85
faiss_bm25_ts,bm25_ts,路特斯科技最新的销售指引？,What is the latest sales guidance for Lotus Technology?,1.0,0.08333333333333333,0.15384615384615385,60
faiss_bm25_ts,bm25_ts,路特斯科技是否盈利？,Is Lotus Technology profitable?,1.0,0.10975609756097561,0.1978021978021978,82
faiss_bm25_ts,bm25_ts,路特斯科技的用户画像？,What is the user profile for Lotus Technology?,1.0,0.0759493670886076,0.1411764705882353,79
faiss_bm25_ts,bm25_ts,路特斯科技产品的交付周期是多少？,What is the delivery cycle for Lotus Technology products?,1.0,0.0847457627118644,0.15625,59
faiss_bm25_ts,bm25_ts,路特斯科技的员工数量？,What is the number of employees at Lotus Technology?,1.0,0.09090909090909091,0.16666666666666669,55
faiss_bm25_ts,bm25_ts,路特斯科技的研发投入？研发人员数量？,What is the R&D investment of Lotus Technology?,0.5,0.02127659574468085,0.04081632653061224,141
