source_file,question_index,question_zh,question_en,gold_chunk_count,retrieved_chunk_count,reranked_chunk_count,retrieval_recall,retrieval_precision,retrieval_f1,rerank_recall,rerank_precision,rerank_f1,delta_recall,delta_precision,delta_f1,retrieval_matched_count,rerank_matched_count
src/test/test_questions/question75_10/question_32_32.json,0,路特斯科技在2024年进入了哪些新市场？,Which new markets did Lotus Technology enter in 2024?,5,28,10,0.2,0.03571428571428571,0.06060606060606061,0.2,0.1,0.13333333333333333,0.0,0.0642857142857143,0.07272727272727272,1,1
src/test/test_questions/question75_10/question_33_33.json,0,路特斯科技有哪些ESG成就？,What are the ESG achievements of Lotus Technology?,11,25,10,0.6363636363636364,0.28,0.3888888888888889,0.45454545454545453,0.5,0.47619047619047616,-0.18181818181818182,0.21999999999999997,0.08730158730158727,7,5
src/test/test_questions/question75_10/question_34_34.json,0,路特斯的智能驾驶有哪些成就？,What are the achievements of Lotus Technology in intelligent driving?,11,45,10,0.7272727272727273,0.17777777777777778,0.2857142857142857,0.36363636363636365,0.4,0.380952380952381,-0.36363636363636365,0.22222222222222224,0.09523809523809529,8,4
src/test/test_questions/question75_10/question_35_35.json,0,智能驾驶业务（也就是路特斯机器人）的销售额？,What is the sales revenue for Lotus Technology's autonomous driving business (Lotus Robotics) in 2024?,2,28,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_36_36.json,0,介绍一下路特斯智能驾驶的NOA服务？,What is Lotus Technology's NOA service for intelligent driving?,3,31,10,0.6666666666666666,0.06451612903225806,0.1176470588235294,0.6666666666666666,0.2,0.30769230769230765,0.0,0.13548387096774195,0.19004524886877827,2,2
src/test/test_questions/question75_10/question_37_37.json,0,介绍一下路特斯的Vision80计划和Win26计划,What is Lotus Technology's Vision80 plan? | What is Lotus Technology's Win26 plan?,4,53,18,1.0,0.07547169811320754,0.14035087719298245,1.0,0.2222222222222222,0.3636363636363636,0.0,0.14675052410901468,0.22328548644338114,4,4
src/test/test_questions/question75_10/question_38_38.json,0,路特斯科技2024年1-10月的销量是多少？,What is Lotus Technology's sales volume from January to October 2024?,1,42,10,1.0,0.023809523809523808,0.046511627906976744,1.0,0.1,0.18181818181818182,0.0,0.0761904761904762,0.13530655391120508,1,1
src/test/test_questions/question75_10/question_39_39.json,0,前10个月欧洲市场和中国市场的销量贡献分别是多少？,What is the sales contribution of the European market in the first 10 months of 2024? | What is the sales contribution of the Chinese market in the first 10 months of 2024?,2,51,14,1.0,0.0392156862745098,0.07547169811320754,1.0,0.14285714285714285,0.25,0.0,0.10364145658263305,0.17452830188679247,2,2
src/test/test_questions/question75_10/question_3_3.json,0,路特斯科技的主营业务是什么？,What is the main business of Lotus Technology?,12,26,10,0.25,0.11538461538461539,0.15789473684210525,0.16666666666666666,0.2,0.1818181818181818,-0.08333333333333334,0.08461538461538462,0.02392344497607654,3,2
src/test/test_questions/question75_10/question_40_40.json,0,哪些市场已经在销售Eletre？,In which markets is the Lotus Eletre currently being sold in 2024?,3,44,10,0.3333333333333333,0.022727272727272728,0.04255319148936171,0.3333333333333333,0.1,0.15384615384615383,0.0,0.07727272727272727,0.11129296235679212,1,1
src/test/test_questions/question75_10/question_41_41.json,0,路特斯的实控人是谁？,Who is the actual controller of Lotus Technology?,3,25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_42_42.json,0,路特斯是上市公司吗？,Is Lotus Technology a publicly listed company?,3,35,10,0.6666666666666666,0.05714285714285714,0.10526315789473684,0.6666666666666666,0.2,0.30769230769230765,0.0,0.14285714285714288,0.20242914979757082,2,2
src/test/test_questions/question75_10/question_43_43.json,0,On which exchange is Lotus Technology Inc's stock traded and what is the stock ticker?,On which exchange is Lotus Technology Inc's stock traded? | What is the stock ticker for Lotus Technology Inc?,3,39,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_44_44.json,0,Tell me more about Lotus management team,What is the composition of Lotus Technology's management team?,2,25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_45_45.json,0,Who are the core management team of Lotus?,Who are the core management team of Lotus Technology?,1,26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_46_46.json,0,路特斯科技全球门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of Lotus Technology's global stores in 2024? | How many countries and regions has Lotus Technology's lifestyle vehicles entered in 2024?,12,51,20,0.3333333333333333,0.0784313725490196,0.12698412698412698,0.25,0.15,0.18749999999999997,-0.08333333333333331,0.07156862745098039,0.060515873015872995,4,3
src/test/test_questions/question75_10/question_47_47.json,0,路特斯的主要股东有哪些？,Who are the major shareholders of Lotus Technology?,1,46,10,1.0,0.021739130434782608,0.042553191489361694,0.0,0.0,0.0,-1.0,-0.021739130434782608,-0.042553191489361694,1,0
src/test/test_questions/question75_10/question_48_48.json,0,路特斯科技在售产品有哪些？价格是多少？,What products are currently sold by Lotus Technology? | What are the prices of the products currently sold by Lotus Technology?,4,56,18,0.5,0.03571428571428571,0.06666666666666667,0.5,0.1111111111111111,0.1818181818181818,0.0,0.07539682539682539,0.11515151515151513,2,2
src/test/test_questions/question75_10/question_49_49.json,0,截止2季度的全球销量是多少？,What is the global sales volume of Lotus Technology up to the second quarter in 2024?,4,37,10,0.25,0.02702702702702703,0.04878048780487805,0.25,0.1,0.14285714285714288,0.0,0.07297297297297298,0.09407665505226483,1,1
src/test/test_questions/question75_10/question_4_4.json,0,路特斯科技与路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,6,23,10,0.5,0.13043478260869565,0.20689655172413793,0.16666666666666666,0.1,0.125,-0.33333333333333337,-0.030434782608695643,-0.08189655172413793,3,1
src/test/test_questions/question75_10/question_50_50.json,0,预计2024年销量是多少？,What is the projected sales volume for Lotus Technology in 2024?,1,60,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_51_51.json,0,路特斯的主要竞争优势是什么？,What are the main competitive advantages of Lotus Technology?,9,28,10,0.6666666666666666,0.21428571428571427,0.3243243243243243,0.5555555555555556,0.5,0.5263157894736842,-0.11111111111111105,0.2857142857142857,0.2019914651493599,6,5
src/test/test_questions/question75_10/question_52_52.json,0,路特斯的长期战略目标是什么？,What is the long-term strategic goal of Lotus Technology?,7,36,10,0.8571428571428571,0.16666666666666666,0.27906976744186046,0.42857142857142855,0.3,0.3529411764705882,-0.42857142857142855,0.13333333333333333,0.07387140902872774,6,3
src/test/test_questions/question75_10/question_53_53.json,0,路特斯科技和LVMH的关系是什么？,What is the relationship between Lotus Technology and LVMH?,5,33,10,0.8,0.12121212121212122,0.2105263157894737,0.6,0.3,0.4,-0.20000000000000007,0.17878787878787877,0.18947368421052632,4,3
src/test/test_questions/question75_10/question_54_54.json,0,路特斯科技和路特斯汽车的关系是什么？,What is the relationship between Lotus Technology and Lotus Cars?,7,23,10,0.42857142857142855,0.13043478260869565,0.2,0.14285714285714285,0.1,0.11764705882352941,-0.2857142857142857,-0.030434782608695643,-0.0823529411764706,3,1
src/test/test_questions/question75_10/question_55_55.json,0,2024年9月27日LTIL和Geely UK Limited之间签署的股权转让协议，请简述协议内容,"What is the content of the equity transfer agreement signed between LTIL and Geely UK Limited on September 27, 2024?",4,21,10,0.5,0.09523809523809523,0.16,0.5,0.2,0.28571428571428575,0.0,0.10476190476190478,0.12571428571428575,2,2
src/test/test_questions/question75_10/question_57_57.json,0,LTIC向Geely UK Limited转让LTIC股权的转让对价是多少？,What is the consideration for the transfer of LTIC shares from LTIC to Geely UK Limited?,2,22,10,1.0,0.09090909090909091,0.16666666666666669,1.0,0.2,0.33333333333333337,0.0,0.1090909090909091,0.16666666666666669,2,2
src/test/test_questions/question75_10/question_58_58.json,0,Lotus Technology公告的最近一次融资是什么交易？具体的交易情况是什么样？,What was the most recent financing transaction announced by Lotus Technology? | What are the details of the most recent financing transaction announced by Lotus Technology?,2,49,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_59_59.json,0,介绍一下Kershaw Health Limited,What is Kershaw Health Limited?,5,57,10,1.0,0.08771929824561403,0.16129032258064516,0.6,0.3,0.4,-0.4,0.21228070175438596,0.23870967741935487,5,3
src/test/test_questions/question75_10/question_5_5.json,0,路特斯科技与吉利汽车的关系是什么？,What is the relationship between Lotus Technology and Geely Automotive?,7,25,10,0.14285714285714285,0.04,0.0625,0.14285714285714285,0.1,0.11764705882352941,0.0,0.060000000000000005,0.05514705882352941,1,1
src/test/test_questions/question75_10/question_60_60.json,0,Kershaw Health Limited与Lotus Technology达成了什么协议？,What agreement has Kershaw Health Limited reached with Lotus Technology?,5,23,10,1.0,0.21739130434782608,0.3571428571428571,1.0,0.5,0.6666666666666666,0.0,0.28260869565217395,0.30952380952380953,5,5
src/test/test_questions/question75_10/question_61_61.json,0,Kershaw Health Limited认购Lotus Technology的债券金额是多少？,What is the amount of bonds subscribed by Kershaw Health Limited in Lotus Technology?,3,19,10,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.3333333333333333,0.1,0.15384615384615383,0.0,0.04736842105263159,0.06293706293706292,1,1
src/test/test_questions/question75_10/question_62_62.json,0,Kershaw Health Limited与Lotus Technology的交易进展如何？,What is the current status of the transaction between Kershaw Health Limited and Lotus Technology in 2024?,5,21,10,1.0,0.23809523809523808,0.3846153846153846,0.8,0.4,0.5333333333333333,-0.19999999999999996,0.16190476190476194,0.14871794871794874,5,4
src/test/test_questions/question75_10/question_63_63.json,0,Lotus Technology在9月和10月的交付量分别是多少？,What was Lotus Technology's delivery volume in September 2024? | What was Lotus Technology's delivery volume in October 2024?,8,45,16,0.25,0.044444444444444446,0.07547169811320754,0.25,0.125,0.16666666666666666,0.0,0.08055555555555555,0.09119496855345911,2,2
src/test/test_questions/question75_10/question_64_64.json,0,介绍一下吉利控股？吉利控股给路特斯科技带来什么助力？,What is Geely Holding? | What support does Geely Holding provide to Lotus Technology?,31,43,18,0.25806451612903225,0.18604651162790697,0.2162162162162162,0.12903225806451613,0.2222222222222222,0.16326530612244897,-0.12903225806451613,0.036175710594315236,-0.052950910093767234,8,4
src/test/test_questions/question75_10/question_65_65.json,0,公司对全球豪华电动车市场持什么观点？对行业竞争怎么看？,What is Lotus Technology's perspective on the global luxury electric vehicle market in 2024? | What is Lotus Technology's view on the competition in the luxury electric vehicle industry in 2024?,37,55,16,0.16216216216216217,0.10909090909090909,0.13043478260869568,0.05405405405405406,0.125,0.07547169811320754,-0.10810810810810811,0.015909090909090914,-0.05496308449548813,6,2
src/test/test_questions/question75_10/question_66_66.json,0,三款Eletre有什么区别,What are the differences between the three Eletre models?,5,40,10,0.6,0.075,0.13333333333333333,0.2,0.1,0.13333333333333333,-0.39999999999999997,0.02500000000000001,0.0,3,1
src/test/test_questions/question75_10/question_67_67.json,0,路特斯是否仍在销售燃油车,Is Lotus Technology still selling fuel-powered cars in 2024?,5,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_68_68.json,0,简述Lotus Technology的公司架构,What is the company structure of Lotus Technology?,9,127,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
src/test/test_questions/question75_10/question_69_69.json,0,Lotus Technology是VIE架构吗？,Is Lotus Technology structured as a VIE?,15,36,10,0.4666666666666667,0.19444444444444445,0.27450980392156865,0.13333333333333333,0.2,0.16,-0.33333333333333337,0.005555555555555564,-0.11450980392156865,7,2
src/test/test_questions/question75_10/question_6_6.json,0,路特斯科技的股东结构构成？,What is the shareholder structure of Lotus Technology?,7,144,10,0.2857142857142857,0.013888888888888888,0.026490066225165563,0.2857142857142857,0.2,0.23529411764705882,0.0,0.18611111111111112,0.20880405142189326,2,2
src/test/test_questions/question75_10/question_70_70.json,0,路特斯科技在2024年1季度、2季度、3季度的跑车和生活用车交付量分别是多少？,What was the delivery volume of sports cars by Lotus Technology in Q1 2024? | What was the delivery volume of lifestyle vehicles by Lotus Technology in Q1 2024? | What was the delivery volume of sports cars by Lotus Technology in Q2 2024? | What was the delivery volume of lifestyle vehicles by Lotus Technology in Q2 2024? | What was the delivery volume of sports cars by Lotus Technology in Q3 2024? | What was the delivery volume of lifestyle vehicles by Lotus Technology in Q3 2024?,13,61,26,0.38461538461538464,0.08196721311475409,0.13513513513513514,0.38461538461538464,0.19230769230769232,0.2564102564102564,0.0,0.11034047919293823,0.12127512127512124,5,5
src/test/test_questions/question75_10/question_71_71.json,0,路特斯科技在2024年1季度、2季度、3季度中国、美国、欧洲、其他市场的交付量分别是多少？,What was Lotus Technology's delivery volume in China in Q1 2024? | What was Lotus Technology's delivery volume in China in Q2 2024? | What was Lotus Technology's delivery volume in China in Q3 2024? | What was Lotus Technology's delivery volume in the United States in Q1 2024? | What was Lotus Technology's delivery volume in the United States in Q2 2024? | What was Lotus Technology's delivery volume in the United States in Q3 2024? | What was Lotus Technology's delivery volume in Europe in Q1 2024? | What was Lotus Technology's delivery volume in Europe in Q2 2024? | What was Lotus Technology's delivery volume in Europe in Q3 2024? | What was Lotus Technology's delivery volume in other markets in Q1 2024? | What was Lotus Technology's delivery volume in other markets in Q2 2024? | What was Lotus Technology's delivery volume in other markets in Q3 2024?,15,96,41,0.6,0.09375,0.16216216216216214,0.5333333333333333,0.1951219512195122,0.2857142857142857,-0.06666666666666665,0.1013719512195122,0.12355212355212356,9,8
src/test/test_questions/question75_10/question_72_72.json,0,路特斯科技是否拥有路特斯品牌？,Does Lotus Technology own the Lotus brand?,29,24,10,0.13793103448275862,0.16666666666666666,0.1509433962264151,0.034482758620689655,0.1,0.05128205128205129,-0.10344827586206896,-0.06666666666666665,-0.0996613449443638,4,1
src/test/test_questions/question75_10/question_73_73.json,0,路特斯科技的盈利水平和现金流情况怎么样？,What is Lotus Technology's profitability level in 2024? | What is Lotus Technology's cash flow situation in 2024?,71,78,18,0.11267605633802817,0.10256410256410256,0.10738255033557048,0.04225352112676056,0.16666666666666666,0.06741573033707865,-0.07042253521126761,0.0641025641025641,-0.03996681999849183,8,3
src/test/test_questions/question75_10/question_74_74.json,0,公司如何对待用户的个人数据？,How does Lotus Technology handle users' personal data?,9,43,10,0.4444444444444444,0.09302325581395349,0.15384615384615385,0.2222222222222222,0.2,0.2105263157894737,-0.2222222222222222,0.10697674418604652,0.056680161943319846,4,2
src/test/test_questions/question75_10/question_7_7.json,0,路特斯科技全球的门店数量是多少？生活用车已经进入多少国家、地区？,What is the number of Lotus Technology's global stores in 2024? | How many countries and regions has Lotus Technology's lifestyle vehicles entered in 2024?,8,51,20,0.5,0.0784313725490196,0.13559322033898305,0.375,0.15,0.21428571428571425,-0.125,0.07156862745098039,0.0786924939467312,4,3
src/test/test_questions/question75_10/question_8_8.json,0,路特斯科技是否受到欧洲、美国对中国的关税影响？具体适用税率是多少？,Is Lotus Technology affected by tariffs imposed by Europe and the United States on China? What is the specific applicable tariff rate for Lotus Technology?,8,34,10,0.5,0.11764705882352941,0.19047619047619047,0.25,0.2,0.22222222222222224,-0.25,0.0823529411764706,0.03174603174603177,4,2
src/test/test_questions/question75_10/question_9_9.json,0,路特斯科技在售产品有哪些？价格是多少？,What are the products currently sold by Lotus Technology in 2024? | What are the prices of the products currently sold by Lotus Technology in 2024?,4,62,17,0.25,0.016129032258064516,0.030303030303030304,0.25,0.058823529411764705,0.09523809523809523,0.0,0.04269449715370019,0.06493506493506493,1,1
